CustomerID,Date,Product Type,Channel Type,Order Amount
4043,1/25/2023,BodyCare,Online,8550
4044,10-06-2024,Skincare,Online,5449
4045,09-10-2023,Skincare,Offline,7874
4046,9/15/2024,BodyCare,Online,8786
4047,10/13/2024,Makeup,Offline,9947
4048,7/19/2023,Skincare,Online,5759
4049,02-06-2024,Skincare,Offline,3529
4050,9/25/2023,BodyCare,Offline,5883
4051,7/14/2024,Makeup,Offline,2296
4052,9/25/2024,Skincare,Online,6239
4053,03-06-2023,Makeup,Online,7178
4054,10-06-2023,BodyCare,Online,7621
4055,2/29/2024,BodyCare,Offline,7426
4056,04-10-2023,BodyCare,Offline,10015
4057,04-02-2024,Skincare,Offline,4559
4058,10-04-2024,Makeup,Online,9176
4059,1/28/2024,BodyCare,Offline,9790
4060,11/14/2023,Makeup,Online,2902
4061,4/28/2024,Makeup,Online,5864
4062,8/17/2023,Makeup,Online,6138
4063,12/23/2023,Skincare,Offline,3384
4064,2/17/2024,BodyCare,Online,5291
4065,7/18/2024,Makeup,Online,1712
4066,9/28/2024,Skincare,Online,4236
4067,6/19/2023,Makeup,Online,2942
4068,10-12-2023,Makeup,Online,6256
4069,7/25/2024,Makeup,Online,2188
4070,3/24/2023,Skincare,Online,8985
4071,8/27/2023,BodyCare,Offline,2085
4072,5/24/2023,Makeup,Online,9972
4073,7/14/2024,Haircare,Offline,5788
4074,10/22/2024,Makeup,Offline,5467
4075,06-06-2024,Makeup,Offline,9921
4076,3/13/2023,Skincare,Online,1504
4077,5/21/2023,Skincare,Online,5831
4078,10-06-2024,Makeup,Online,8689
4079,4/28/2023,Skincare,Offline,1454
4080,05-06-2023,Makeup,Offline,10753
4081,4/30/2023,Makeup,Offline,1398
4082,11/26/2023,Skincare,Online,2792
4083,4/16/2023,Makeup,Offline,10449
4084,11/25/2024,Skincare,Online,5233
4085,4/17/2024,Haircare,Offline,4085
4086,12-07-2023,Makeup,Online,1235
4087,6/25/2024,Makeup,Offline,8984
4088,10/13/2023,Skincare,Offline,10138
4089,02-07-2024,Skincare,Offline,7573
4090,05-10-2023,Skincare,Online,5629
4091,02-07-2023,Makeup,Offline,4785
4092,7/25/2023,Skincare,Online,4803
4093,12/18/2023,Haircare,Online,10708
4094,10-10-2023,Makeup,Offline,2739
4095,1/15/2024,Skincare,Offline,2895
4096,11-06-2023,Skincare,Online,4434
4097,04-07-2024,BodyCare,Online,733
4098,08-05-2023,BodyCare,Online,6336
4099,7/24/2023,Skincare,Online,4990
4100,06-06-2023,Skincare,Offline,8394
4101,7/15/2024,Makeup,Online,9132
4102,4/26/2024,Skincare,Offline,10511
4103,6/24/2024,Makeup,Online,5791
4104,9/21/2024,BodyCare,Offline,8190
4105,12/14/2023,Makeup,Online,8773
4106,07-09-2023,Skincare,Online,9913
4107,3/31/2024,Skincare,Offline,8935
4108,02-03-2024,Skincare,Online,5123
4109,9/28/2024,Makeup,Online,7565
4110,12/13/2023,Haircare,Offline,10984
4111,3/24/2023,BodyCare,Online,4292
4112,7/24/2024,Skincare,Online,8087
4113,05-09-2024,BodyCare,Online,2251
4114,5/29/2024,Skincare,Offline,9092
4115,12/15/2023,Makeup,Offline,7786
4116,6/24/2024,Makeup,Online,8202
4117,06-07-2023,Skincare,Online,4738
4118,7/15/2023,BodyCare,Offline,3410
4119,05-09-2023,BodyCare,Online,9231
4120,09-05-2024,Makeup,Offline,3741
4121,02-01-2023,Makeup,Offline,9007
4122,2/15/2024,Skincare,Offline,9356
4123,06-06-2024,Makeup,Online,6530
4124,12-08-2023,Skincare,Online,762
4125,07-11-2023,BodyCare,Offline,5043
4126,3/24/2024,Skincare,Online,2684
4127,11/16/2023,Makeup,Online,2922
4128,11/18/2024,Makeup,Offline,9888
4129,04-07-2023,Makeup,Online,1225
4130,3/23/2023,Makeup,Offline,3679
4131,11/18/2024,Haircare,Online,5459
4132,2/29/2024,Makeup,Online,1003
4133,3/14/2024,Haircare,Online,2691
4134,03-03-2024,Haircare,Online,2655
4135,6/18/2024,Makeup,Offline,7020
4136,1/15/2024,Skincare,Online,4814
4137,8/17/2023,Skincare,Online,7074
4138,2/13/2023,Makeup,Online,7776
4139,01-05-2024,Haircare,Online,847
4140,6/26/2023,Makeup,Online,6866
4141,8/23/2024,Skincare,Online,10149
4142,02-08-2023,Haircare,Offline,4819
4143,11/17/2024,Skincare,Online,7567
4144,5/19/2023,BodyCare,Online,2792
4145,12-04-2023,Skincare,Online,5319
4146,02-05-2023,Skincare,Online,4101
4147,04-10-2023,Skincare,Offline,1996
4148,9/25/2024,Skincare,Online,4884
4149,05-08-2023,Haircare,Online,10161
4150,3/26/2024,Makeup,Online,8342
4151,07-12-2024,Makeup,Offline,4378
4152,07-06-2024,Makeup,Online,9904
4153,2/15/2024,BodyCare,Online,9153
4154,6/22/2023,BodyCare,Online,3913
4155,12/30/2023,Makeup,Online,8766
4156,6/15/2023,Makeup,Online,8931
4157,7/23/2023,Skincare,Online,3420
4158,6/19/2024,Haircare,Online,6940
4159,8/28/2023,Skincare,Offline,1442
4160,4/18/2023,Skincare,Online,3998
4161,04-04-2023,Skincare,Offline,4530
4162,12/31/2023,BodyCare,Online,887
4163,7/16/2024,Haircare,Online,464
4164,01-12-2023,Makeup,Offline,7534
4165,3/25/2024,Haircare,Online,8350
4166,8/28/2023,Haircare,Online,6329
4167,3/13/2024,Haircare,Online,4232
4168,02-01-2024,Haircare,Online,3319
4169,10/17/2023,BodyCare,Online,7307
4170,5/30/2023,Makeup,Offline,8148
4171,11-04-2023,Makeup,Online,5454
4172,1/28/2023,Makeup,Offline,3674
4173,02-07-2024,Skincare,Online,3846
4174,10-02-2023,BodyCare,Online,6870
4175,06-09-2024,Makeup,Offline,3635
4176,8/30/2024,Makeup,Online,2604
4177,10-07-2024,Skincare,Offline,8540
4178,10/22/2024,Haircare,Online,6590
4179,09-02-2023,BodyCare,Online,4192
4180,11/22/2023,Haircare,Offline,4994
4181,12-12-2023,Skincare,Online,7626
4182,2/25/2023,BodyCare,Online,6445
4183,11/27/2023,Skincare,Online,4809
4184,3/24/2023,Makeup,Online,5670
4185,11-02-2024,BodyCare,Offline,3357
4186,5/19/2024,Skincare,Online,8841
4187,04-04-2024,Makeup,Online,4753
4188,01-06-2023,Makeup,Offline,6048
4189,09-07-2023,BodyCare,Offline,728
4190,1/21/2024,Skincare,Online,7986
4191,04-01-2024,Skincare,Offline,6667
4192,12/24/2023,Skincare,Online,7297
4193,10/25/2024,Makeup,Online,2078
4194,2/28/2024,Makeup,Online,2140
4195,4/15/2024,Makeup,Offline,3266
4196,09-12-2023,Skincare,Offline,3176
4197,07-06-2023,Skincare,Online,10906
4198,11-03-2024,Makeup,Online,7076
4199,6/22/2023,Skincare,Online,8470
4200,8/18/2023,BodyCare,Online,3364
4201,3/16/2024,Skincare,Online,6610
4202,4/23/2024,Makeup,Online,10792
4203,4/18/2023,Haircare,Offline,8353
4204,08-10-2024,Makeup,Offline,1631
4205,11-03-2024,Makeup,Offline,1148
4206,11-09-2024,Makeup,Online,10640
4207,1/29/2023,Makeup,Online,4726
4208,3/19/2024,Haircare,Offline,7163
4209,5/27/2023,Skincare,Online,5282
4210,01-08-2024,Makeup,Online,7246
4211,02-07-2024,Skincare,Online,7936
4212,9/24/2023,BodyCare,Online,5586
4213,11-07-2023,Skincare,Offline,3762
4214,03-05-2023,BodyCare,Online,1802
4215,10/20/2023,Makeup,Online,5678
4216,2/15/2024,Makeup,Offline,1806
4217,6/21/2024,Makeup,Online,3592
4218,5/31/2023,Haircare,Offline,1443
4219,03-05-2023,Makeup,Online,10687
4220,11/22/2023,Skincare,Offline,1236
4221,09-05-2023,Skincare,Online,1597
4222,6/22/2024,Makeup,Online,8781
4223,10/26/2024,Makeup,Online,6267
4224,11-10-2023,Skincare,Offline,1341
4225,6/30/2023,Skincare,Online,6151
4226,9/17/2023,Haircare,Offline,5614
4227,10-03-2024,Skincare,Online,1172
4228,1/14/2024,BodyCare,Online,6035
4229,11/28/2023,Skincare,Online,4537
4230,6/14/2024,Makeup,Offline,560
4231,8/28/2024,Skincare,Offline,4471
4232,6/28/2023,Skincare,Offline,643
4233,09-10-2024,Skincare,Offline,2839
4234,10/28/2024,BodyCare,Online,8552
4235,02-03-2024,Makeup,Online,2836
4236,12-07-2023,Makeup,Online,10488
4237,04-05-2023,Makeup,Offline,7835
4238,5/26/2023,Haircare,Offline,2628
4239,8/18/2024,Skincare,Online,6244
4240,11-11-2024,Makeup,Offline,7499
4241,08-08-2023,Skincare,Online,3880
4242,07-08-2023,Skincare,Offline,6686
4243,8/20/2023,Makeup,Online,3955
4244,10/25/2023,Skincare,Online,5463
4245,3/31/2023,Skincare,Offline,7295
4246,1/25/2023,Makeup,Online,9688
4247,01-04-2024,Makeup,Online,10292
4248,6/23/2024,Makeup,Online,2735
4249,6/23/2024,Haircare,Offline,8362
4250,10-02-2024,Skincare,Online,7373
4251,08-10-2024,Makeup,Offline,5800
4252,5/20/2023,Skincare,Online,4351
4253,7/27/2023,Skincare,Online,4174
4254,11/27/2023,BodyCare,Online,7292
4255,9/28/2023,Skincare,Offline,10224
4256,6/19/2023,Makeup,Offline,690
4257,2/21/2024,Skincare,Online,5111
4258,1/25/2024,Skincare,Online,10446
4259,06-08-2024,Makeup,Online,4976
4260,3/30/2024,Skincare,Offline,1563
4261,09-02-2023,Skincare,Online,2154
4262,5/30/2024,Haircare,Online,5243
4263,8/13/2024,Skincare,Offline,1351
4264,12/28/2023,Makeup,Offline,10750
4265,6/18/2023,Skincare,Offline,10091
4266,3/28/2023,Makeup,Online,1506
4267,6/18/2024,Haircare,Online,10779
4268,02-05-2023,Skincare,Online,9035
4269,8/25/2023,Makeup,Online,5106
4270,10/21/2023,Makeup,Online,7209
4271,11/16/2024,Skincare,Online,9726
4272,5/16/2023,BodyCare,Offline,4988
4273,4/28/2024,Skincare,Online,8933
4274,07-07-2024,Haircare,Offline,5508
4275,07-08-2023,Makeup,Online,9818
4276,11-01-2024,Makeup,Online,1065
4277,8/15/2023,Skincare,Online,7280
4278,07-06-2024,Makeup,Offline,1593
4279,12/13/2023,BodyCare,Online,7364
4280,1/27/2023,Makeup,Online,2295
4281,1/31/2023,Skincare,Online,5839
4282,9/15/2024,Makeup,Online,10344
4283,5/21/2023,Haircare,Online,5807
4284,12/19/2023,Haircare,Online,8328
4285,9/29/2024,Makeup,Offline,5970
4286,9/27/2023,Skincare,Offline,8617
4287,1/19/2023,Skincare,Offline,8479
4288,01-10-2023,Skincare,Online,1153
4289,5/24/2024,Haircare,Online,2680
4290,09-07-2024,Makeup,Offline,10753
4291,1/18/2023,BodyCare,Online,10386
4292,4/20/2024,Makeup,Online,1804
4293,3/24/2024,Skincare,Offline,9867
4294,4/29/2023,BodyCare,Online,7848
4295,5/15/2023,Skincare,Online,1153
4296,9/27/2024,Makeup,Online,2479
4297,03-08-2024,Skincare,Online,1799
4298,10/16/2023,Skincare,Online,1103
4299,02-08-2023,BodyCare,Online,2797
4300,4/20/2024,Skincare,Offline,6425
4301,11/13/2023,Skincare,Online,9262
4302,4/23/2023,Skincare,Offline,4297
4303,8/26/2024,Makeup,Online,1401
4304,3/16/2023,Skincare,Online,10884
4305,10/14/2023,Skincare,Offline,10504
4306,9/16/2023,Makeup,Online,3029
4307,2/19/2023,Skincare,Online,1556
4308,3/27/2023,Skincare,Offline,6296
4309,6/16/2023,Makeup,Online,2282
4310,06-08-2024,Skincare,Offline,831
4311,2/24/2023,Skincare,Online,8683
4312,5/18/2024,Skincare,Online,3174
4313,5/23/2023,Skincare,Online,2713
4314,11-07-2024,BodyCare,Online,1745
4315,3/25/2024,Makeup,Online,1880
4316,2/27/2024,BodyCare,Offline,9170
4317,07-04-2023,Skincare,Online,862
4318,05-05-2023,Haircare,Online,1607
4319,7/16/2023,Makeup,Offline,9481
4320,05-08-2024,Makeup,Online,868
4321,12/21/2023,Makeup,Offline,8713
4322,04-03-2023,Haircare,Offline,5911
4323,02-10-2023,Skincare,Online,6278
4324,05-02-2023,BodyCare,Online,3167
4325,1/22/2024,Skincare,Online,9377
4326,03-11-2023,Skincare,Online,6332
4327,9/24/2024,Skincare,Online,8164
4328,06-08-2024,Makeup,Offline,5237
4329,09-04-2023,Makeup,Offline,4438
4330,10/16/2023,Skincare,Online,1622
4331,2/14/2024,Skincare,Online,9643
4332,10-07-2023,Makeup,Online,6515
4333,8/14/2024,Skincare,Online,8598
4334,3/22/2024,Skincare,Online,3300
4335,2/22/2024,BodyCare,Online,3013
4336,1/31/2023,Haircare,Offline,8853
4337,7/26/2024,Skincare,Online,9995
4338,2/20/2024,Skincare,Offline,4156
4339,02-09-2023,Skincare,Online,643
4340,11-05-2024,Makeup,Online,4678
4341,2/15/2024,Makeup,Offline,3420
4342,4/29/2024,Haircare,Offline,400
4343,3/17/2023,Makeup,Online,7061
4344,9/25/2024,Makeup,Online,2960
4345,2/14/2024,Makeup,Offline,5913
4346,3/21/2024,Skincare,Online,5902
4347,10-01-2023,Skincare,Online,7313
4348,11/25/2024,Makeup,Online,2755
4349,11/16/2024,Makeup,Online,5838
4350,7/26/2024,Makeup,Offline,1983
4351,5/30/2024,Makeup,Online,2372
4352,01-09-2024,Haircare,Offline,6086
4353,2/15/2023,Makeup,Online,8974
4354,11/27/2023,Makeup,Offline,10375
4355,3/19/2024,Makeup,Online,7047
4356,12/21/2023,Skincare,Online,3299
4357,7/25/2023,Makeup,Online,5578
4358,05-09-2024,Makeup,Online,6533
4359,11/30/2023,BodyCare,Online,7985
4360,8/23/2023,Makeup,Online,1853
4361,09-12-2024,Skincare,Online,7532
4362,05-04-2023,Makeup,Offline,673
4363,7/22/2023,BodyCare,Offline,9827
4364,11/23/2023,Makeup,Online,7594
4365,10-02-2023,Skincare,Online,1105
4366,4/26/2023,Skincare,Offline,8710
4367,02-12-2024,BodyCare,Online,4978
4368,11-03-2024,Makeup,Online,5528
4369,08-12-2023,Makeup,Offline,5999
4370,1/28/2024,Skincare,Offline,7906
4371,7/26/2023,Skincare,Online,3705
4372,3/17/2023,Makeup,Online,1796
4373,8/17/2024,Haircare,Online,9256
4374,07-05-2023,Makeup,Online,2596
4375,9/21/2023,Makeup,Offline,2951
4376,10-10-2024,Makeup,Offline,4126
4377,5/14/2023,Makeup,Offline,2157
4378,5/17/2023,BodyCare,Offline,6626
4379,4/13/2023,Haircare,Online,1854
4380,8/28/2023,Haircare,Online,10784
4381,9/16/2023,Makeup,Online,5553
4382,1/21/2023,Skincare,Online,7983
4383,7/24/2023,Haircare,Online,8952
4384,04-01-2024,Makeup,Online,6429
4385,03-07-2023,Makeup,Online,3086
4386,10/20/2024,Skincare,Online,3569
4387,3/28/2023,Makeup,Online,9411
4388,10-08-2024,Makeup,Online,2525
4389,1/15/2024,Skincare,Online,8159
4390,10/24/2023,Haircare,Offline,5792
4391,08-05-2023,Makeup,Offline,827
4392,3/20/2023,Skincare,Offline,673
4393,04-10-2024,Makeup,Online,8875
4394,5/26/2023,Haircare,Online,1939
4395,9/14/2024,Skincare,Online,3170
4396,04-10-2023,Makeup,Online,8467
4397,3/19/2023,Skincare,Offline,2551
4398,3/25/2024,Skincare,Online,7322
4399,7/13/2024,Skincare,Offline,6729
4400,02-09-2024,Makeup,Online,3501
4401,5/30/2024,Haircare,Offline,10109
4402,01-07-2024,Makeup,Offline,9047
4403,07-03-2023,Skincare,Online,3235
4404,7/19/2024,Makeup,Offline,506
4405,11-12-2023,Makeup,Offline,6644
4406,4/19/2023,BodyCare,Online,6106
4407,3/25/2023,Makeup,Online,7338
4408,8/23/2023,Skincare,Online,5986
4409,01-09-2024,Makeup,Offline,7926
4410,04-03-2023,Haircare,Offline,5318
4411,5/21/2024,Skincare,Online,4527
4412,10-01-2024,Skincare,Online,5518
4413,09-11-2024,Skincare,Online,8625
4414,08-05-2024,BodyCare,Online,9317
4415,10-03-2024,Makeup,Offline,6110
4416,9/15/2023,Skincare,Offline,2478
4417,11-09-2024,Makeup,Online,8689
4418,3/20/2023,Skincare,Offline,10910
4419,9/23/2023,BodyCare,Offline,4377
4420,07-02-2024,Skincare,Offline,6170
4421,5/27/2024,Makeup,Online,9554
4422,10/18/2023,Makeup,Online,4015
4423,10/18/2024,Skincare,Offline,1211
4424,01-08-2023,Makeup,Offline,1550
4425,1/23/2024,Skincare,Online,1296
4426,10/25/2024,Makeup,Online,1306
4427,2/18/2023,BodyCare,Online,3158
4428,10-02-2023,Makeup,Online,2876
4429,10/18/2024,Makeup,Online,5436
4430,12-04-2023,BodyCare,Online,2160
4431,03-11-2024,Makeup,Online,3228
4432,6/26/2023,Makeup,Online,2203
4433,11/14/2023,Skincare,Online,9064
4434,03-03-2024,Makeup,Online,6795
4435,6/15/2024,Skincare,Online,7268
4436,08-01-2024,BodyCare,Offline,5613
4437,05-04-2024,Makeup,Online,9990
4438,3/30/2024,Skincare,Offline,4765
4439,02-10-2024,Makeup,Online,5133
4440,7/29/2023,Haircare,Offline,10395
4441,06-06-2024,BodyCare,Online,2014
4442,06-10-2023,Makeup,Online,8193
4443,12/28/2023,Makeup,Offline,10164
4444,5/20/2023,Makeup,Online,1370
4445,10-02-2024,Haircare,Online,741
4446,10/25/2023,Makeup,Online,928
4447,3/21/2023,Makeup,Online,6325
4448,5/18/2023,Makeup,Online,8425
4449,10/19/2023,Haircare,Online,9817
4450,08-08-2023,Haircare,Online,2616
4451,12-09-2023,Skincare,Online,8959
4452,2/25/2023,Makeup,Offline,4260
4453,08-12-2024,Makeup,Offline,5338
4454,5/13/2024,Makeup,Online,5901
4455,9/21/2023,Haircare,Online,1889
4456,10/22/2024,Skincare,Offline,9499
4457,9/16/2023,Makeup,Online,1652
4458,10-04-2023,Makeup,Offline,9819
4459,07-05-2023,Makeup,Online,5130
4460,3/22/2023,Makeup,Online,2954
4461,1/20/2024,Makeup,Offline,4519
4462,1/25/2023,BodyCare,Online,2584
4463,7/20/2023,BodyCare,Offline,2881
4464,7/24/2024,Makeup,Online,4324
4465,05-02-2024,Makeup,Online,7364
4466,8/13/2023,Makeup,Online,4045
4467,01-11-2024,Skincare,Offline,2878
4468,11-05-2023,Makeup,Online,7862
4469,10/21/2024,Makeup,Offline,8272
4470,3/25/2023,BodyCare,Offline,2026
4471,04-07-2023,Skincare,Online,2859
4472,7/25/2024,Makeup,Offline,3465
4473,08-02-2023,Skincare,Online,1977
4474,5/16/2024,Haircare,Online,4733
4475,07-04-2023,Makeup,Online,5915
4476,7/17/2024,Makeup,Online,1873
4477,8/25/2023,Skincare,Online,4685
4478,04-10-2023,Makeup,Offline,4822
4479,03-11-2024,Haircare,Offline,4044
4480,5/14/2024,Makeup,Offline,10253
4481,12-06-2023,Skincare,Offline,4654
4482,2/25/2023,Makeup,Online,9837
4483,12/30/2023,Haircare,Offline,4100
4484,1/29/2023,Skincare,Online,5249
4485,01-09-2024,Skincare,Online,8133
4486,11/28/2023,Skincare,Online,6554
4487,5/17/2024,Makeup,Online,7778
4488,2/26/2024,Makeup,Offline,2337
4489,09-08-2023,Makeup,Offline,2443
4490,11/16/2023,Skincare,Offline,876
4491,03-10-2023,Haircare,Online,4762
4492,01-10-2024,BodyCare,Online,9699
4493,8/18/2024,Makeup,Online,7757
4494,4/24/2023,Haircare,Online,2198
4495,03-05-2023,Haircare,Online,2088
4496,4/29/2023,Skincare,Online,3630
4497,03-02-2024,Haircare,Online,7662
4498,4/17/2024,Skincare,Offline,7530
4499,09-10-2023,Haircare,Online,4269
4500,1/25/2023,Skincare,Online,10273
4501,04-09-2024,Makeup,Offline,5794
4502,01-01-2023,Skincare,Online,4812
4503,4/16/2023,Skincare,Online,8825
4504,11/29/2023,Makeup,Online,7950
4505,5/23/2023,Makeup,Online,8736
4506,11-02-2023,Makeup,Offline,10470
4507,6/13/2024,Haircare,Offline,8998
4508,11/27/2024,BodyCare,Offline,1389
4509,09-03-2023,Skincare,Offline,9921
4510,5/18/2023,Skincare,Offline,9683
4511,2/15/2023,Makeup,Online,3388
4512,04-03-2024,Skincare,Online,6243
4513,6/28/2024,BodyCare,Online,2482
4514,3/17/2023,BodyCare,Online,8580
4515,2/13/2024,BodyCare,Online,4939
4516,4/28/2023,Skincare,Offline,2205
4517,05-09-2024,BodyCare,Online,9586
4518,11/20/2024,Makeup,Online,10521
4519,3/26/2024,Skincare,Offline,5985
4520,01-03-2023,Makeup,Offline,4382
4521,11/17/2023,Makeup,Offline,9668
4522,07-04-2023,Skincare,Online,1342
4523,04-11-2023,Makeup,Online,5748
4524,07-10-2023,Haircare,Offline,3578
4525,07-02-2024,Makeup,Offline,7810
4526,1/30/2024,Skincare,Offline,6482
4527,10-12-2023,Makeup,Online,10169
4528,04-03-2023,BodyCare,Offline,6124
4529,4/30/2023,Skincare,Offline,5312
4530,10-10-2023,Skincare,Online,9545
4531,4/29/2023,BodyCare,Online,10697
4532,06-06-2023,Makeup,Online,7414
4533,2/28/2024,Skincare,Offline,2574
4534,1/14/2023,BodyCare,Online,843
4535,3/29/2023,Makeup,Offline,6685
4536,07-12-2024,Skincare,Offline,5489
4537,8/25/2023,Skincare,Online,9087
4538,2/24/2023,Haircare,Online,4238
4539,2/21/2023,Skincare,Online,870
4540,10/27/2023,Skincare,Offline,2012
4541,01-12-2024,Skincare,Online,7719
4542,08-04-2024,Haircare,Online,9483
4543,06-03-2024,Skincare,Offline,2598
4544,7/20/2023,Makeup,Online,10982
4545,5/13/2023,Haircare,Offline,2428
4546,11/29/2024,Skincare,Offline,7801
4547,10/17/2024,Makeup,Online,3644
4548,9/17/2024,Makeup,Online,2237
4549,6/22/2023,Makeup,Offline,2927
4550,3/24/2023,Makeup,Online,849
4551,3/25/2024,Skincare,Online,2365
4552,7/14/2024,Skincare,Online,881
4553,05-06-2024,Skincare,Online,2293
4554,1/27/2023,BodyCare,Online,2458
4555,10/26/2023,Haircare,Online,8674
4556,10-01-2023,Makeup,Offline,5446
4557,1/24/2024,Makeup,Offline,3993
4558,05-10-2023,Skincare,Offline,2696
4559,03-05-2023,Skincare,Online,8166
4560,11/27/2023,Skincare,Online,8176
4561,05-01-2023,Haircare,Offline,567
4562,9/19/2024,Haircare,Online,569
4563,12/15/2023,Skincare,Online,4251
4564,04-07-2024,Makeup,Online,9753
4565,03-01-2024,BodyCare,Offline,7284
4566,8/24/2023,BodyCare,Online,1294
4567,10-09-2024,Skincare,Online,5316
4568,5/30/2023,Makeup,Online,6514
4569,09-03-2024,Skincare,Online,10287
4570,05-09-2024,Makeup,Offline,10819
4571,07-12-2023,Skincare,Offline,654
4572,03-11-2024,Skincare,Online,2336
4573,1/13/2023,Makeup,Online,2016
4574,6/21/2024,Makeup,Online,571
4575,05-06-2024,Haircare,Offline,8970
4576,11-01-2024,Makeup,Online,7133
4577,07-11-2023,BodyCare,Online,10060
4578,11-11-2023,BodyCare,Online,5213
4579,11-05-2023,Skincare,Online,512
4580,6/16/2023,Skincare,Offline,1886
4581,1/18/2024,Skincare,Online,9288
4582,06-04-2023,Haircare,Online,2928
4583,6/29/2023,Makeup,Offline,9814
4584,10/28/2024,Skincare,Offline,727
4585,6/24/2024,BodyCare,Offline,2332
4586,09-11-2023,BodyCare,Online,5979
4587,01-03-2023,Makeup,Online,1748
4588,09-12-2024,Skincare,Online,3738
4589,2/13/2024,Makeup,Offline,9040
4590,8/23/2024,BodyCare,Offline,9638
4591,10/24/2024,Makeup,Offline,5313
4592,10-10-2023,Makeup,Online,2087
4593,3/29/2023,BodyCare,Offline,651
4594,4/19/2024,Makeup,Online,8305
4595,3/18/2024,Skincare,Online,8249
4596,1/30/2024,Skincare,Online,3649
4597,09-02-2024,Makeup,Online,7019
4598,05-04-2023,BodyCare,Online,9267
4599,07-06-2023,Makeup,Online,10281
4600,07-09-2024,Haircare,Offline,9701
4601,12-11-2023,Skincare,Online,2062
4602,8/20/2023,Skincare,Online,8143
4603,6/19/2023,Skincare,Online,4055
4604,7/18/2023,Haircare,Offline,6771
4605,4/24/2023,Haircare,Online,6974
4606,5/19/2024,Makeup,Online,6043
4607,10/20/2023,BodyCare,Online,4704
4608,4/18/2023,Skincare,Online,8700
4609,6/30/2023,Skincare,Online,8657
4610,4/18/2023,Skincare,Offline,7099
4611,02-06-2023,BodyCare,Online,10974
4612,12/21/2023,Makeup,Offline,9668
4613,4/13/2023,BodyCare,Online,5431
4614,6/22/2023,Skincare,Online,9948
4615,01-06-2024,Skincare,Offline,3617
4616,6/19/2024,Makeup,Offline,6410
4617,08-11-2024,Skincare,Online,8754
4618,03-07-2023,Skincare,Online,9169
4619,11/17/2024,Haircare,Online,5967
4620,11-01-2023,Skincare,Online,6975
4621,9/27/2023,Skincare,Offline,3443
4622,6/18/2024,Skincare,Online,9405
4623,11/22/2023,Skincare,Online,10391
4624,01-10-2023,Makeup,Online,7648
4625,7/24/2023,Makeup,Online,7979
4626,11/26/2024,Skincare,Online,10044
4627,11-03-2024,Skincare,Online,1534
4628,10-04-2024,BodyCare,Online,5913
4629,5/14/2023,Makeup,Online,9622
4630,12/13/2023,Skincare,Online,3804
4631,05-09-2023,Skincare,Online,1678
4632,10-01-2024,Makeup,Online,1009
4633,11/27/2024,Skincare,Online,4794
4634,11/25/2024,BodyCare,Offline,3374
4635,12/15/2023,Makeup,Online,10240
4636,12/15/2023,Skincare,Offline,3915
4637,9/16/2024,Skincare,Offline,2469
4638,6/26/2023,BodyCare,Online,1414
4639,11/28/2023,Haircare,Online,1031
4640,02-06-2023,Skincare,Online,5948
4641,9/13/2024,Skincare,Online,8623
4642,10-09-2024,Makeup,Online,9220
4643,9/28/2024,Haircare,Online,10014
4644,09-04-2023,Skincare,Online,7608
4645,8/15/2024,Skincare,Online,8243
4646,11/29/2024,Skincare,Online,608
4647,10-03-2023,Skincare,Online,3445
4648,09-09-2023,BodyCare,Online,7971
4649,4/17/2023,Haircare,Online,10482
4650,01-08-2024,BodyCare,Offline,847
4651,02-10-2023,Skincare,Online,7892
4652,04-01-2023,Makeup,Online,5328
4653,5/30/2023,Makeup,Offline,9772
4654,05-08-2024,Skincare,Offline,8070
4655,3/20/2023,Makeup,Online,2856
4656,08-07-2023,Haircare,Online,1550
4657,11/22/2024,BodyCare,Offline,4877
4658,2/18/2023,BodyCare,Offline,10522
4659,1/19/2023,Skincare,Offline,2151
4660,11/18/2023,Makeup,Offline,9586
4661,6/24/2023,Haircare,Online,9047
4662,4/15/2023,Skincare,Offline,3214
4663,10/24/2024,Haircare,Online,8431
4664,02-03-2023,Skincare,Online,8263
4665,11-06-2023,BodyCare,Online,1843
4666,11-03-2024,Haircare,Offline,6147
4667,09-01-2023,Skincare,Offline,4242
4668,10-06-2023,BodyCare,Online,5322
4669,05-07-2023,Skincare,Online,6307
4670,12/24/2023,Makeup,Online,6507
4671,1/13/2024,Skincare,Offline,7641
4672,03-01-2023,BodyCare,Offline,9745
4673,3/26/2023,Skincare,Online,8635
4674,03-07-2024,Skincare,Online,3265
4675,8/15/2024,Makeup,Online,1281
4676,03-03-2024,BodyCare,Online,6784
4677,11/25/2024,Makeup,Online,4059
4678,4/14/2023,BodyCare,Offline,2812
4679,10/28/2023,BodyCare,Online,1464
4680,4/26/2023,Makeup,Offline,1598
4681,10/25/2023,Skincare,Online,1771
4682,03-09-2023,Skincare,Online,5552
4683,11-06-2024,Makeup,Online,8396
4684,1/15/2023,BodyCare,Online,2595
4685,04-04-2024,Makeup,Offline,7821
4686,07-09-2024,Makeup,Online,5521
4687,1/18/2023,Makeup,Offline,6936
4688,4/18/2024,Makeup,Online,1707
4689,9/23/2023,Makeup,Offline,3720
4690,09-10-2024,Makeup,Offline,5031
4691,1/30/2023,Makeup,Online,8005
4692,8/21/2023,Skincare,Online,2944
4693,11/18/2024,Makeup,Offline,4935
