CustomerID,support_interacation_count,problem type,support_resolution_time,resolution_satisfication
3028,5,Late Delivery,3,6
3029,6,Product Quality,17,9
3030,9,Product Quality,13,8
3031,8,Side Effects,22,2
3032,8,Product Quality,19,10
3033,2,Side Effects,4,2
3034,6,Late Delivery,2,1
3035,1,Product Quality,21,2
3036,3,Product Quality,15,7
3037,10,Product Quality,3,3
3038,10,Late Delivery,4,8
3039,2,Late Delivery,22,8
3040,9,Product Quality,21,4
3041,3,Product Quality,21,10
3042,2,Side Effects,17,1
3043,7,Product Quality,11,4
3044,10,Product Quality,6,8
3045,8,Side Effects,9,3
3046,10,Product Quality,1,4
3047,8,Late Delivery,21,10
3048,4,Side Effects,21,10
3049,6,Product Quality,7,7
3050,4,Product Quality,13,1
3051,6,Late Delivery,14,6
3052,1,Product Quality,5,3
3053,2,Product Quality,14,6
3054,2,Product Quality,18,3
3055,5,Late Delivery,3,6
3056,6,Late Delivery,24,9
3057,2,Product Quality,15,5
3058,5,Side Effects,19,8
3059,2,Product Quality,10,2
3060,7,Late Delivery,4,3
3061,5,Product Quality,19,4
3062,4,Late Delivery,19,3
3063,4,Product Quality,21,9
3064,4,Product Quality,13,8
3065,3,Product Quality,9,1
3066,3,Product Quality,20,6
3067,10,Product Quality,1,6
3068,4,Late Delivery,7,3
3069,3,Late Delivery,2,6
3070,1,Product Quality,1,6
3071,9,Product Quality,19,1
3072,1,Product Quality,4,9
3073,6,Late Delivery,16,2
3074,8,Late Delivery,10,8
3075,3,Side Effects,8,4
3076,9,Product Quality,17,8
3077,6,Late Delivery,16,8
3078,5,Product Quality,8,9
3079,4,Product Quality,3,2
3080,3,Late Delivery,1,10
3081,3,Product Quality,4,1
3082,5,Late Delivery,11,5
3083,1,Product Quality,1,3
3084,10,Late Delivery,6,1
3085,9,Late Delivery,15,2
3086,7,Product Quality,16,7
3087,3,Product Quality,4,9
3088,7,Other,17,6
3089,3,Product Quality,23,1
3090,2,Product Quality,13,1
3091,6,Product Quality,5,8
3092,4,Late Delivery,8,7
3093,1,Late Delivery,20,7
3094,9,Product Quality,2,3
3095,5,Product Quality,17,9
3096,3,Product Quality,5,7
3097,2,Late Delivery,3,7
3098,4,Product Quality,3,10
3099,1,Product Quality,2,5
3100,5,Side Effects,10,9
3101,3,Product Quality,7,1
3102,2,Late Delivery,16,5
3103,9,Side Effects,21,10
3104,3,Product Quality,22,4
3105,5,Product Quality,17,9
3106,6,Product Quality,4,2
3107,3,Product Quality,1,9
3108,5,Wrong Item Received,17,6
3109,9,Product Quality,11,3
3110,1,Other,2,2
3111,7,Side Effects,19,7
3112,5,Product Quality,11,2
3113,10,Side Effects,6,4
3114,2,Late Delivery,8,4
3115,9,Product Quality,16,6
3116,9,Product Quality,4,9
3117,3,Late Delivery,6,6
3118,2,Product Quality,8,2
3119,7,Late Delivery,15,9
3120,8,Product Quality,12,3
3121,7,Late Delivery,23,2
3122,7,Late Delivery,9,9
3123,3,Side Effects,9,7
3124,6,Side Effects,24,7
3125,7,Side Effects,15,2
3126,9,Late Delivery,7,7
3127,10,Product Quality,11,9
3128,10,Product Quality,20,5
3129,4,Product Quality,4,1
3130,8,Product Quality,10,6
3131,6,Other,21,10
3132,1,Side Effects,1,7
3133,6,Product Quality,4,10
3134,4,Other,10,10
3135,6,Side Effects,6,6
3136,3,Late Delivery,9,2
3137,7,Product Quality,6,8
3138,9,Wrong Item Received,16,2
3139,3,Product Quality,23,3
3140,6,Product Quality,12,5
3141,1,Late Delivery,15,8
3142,2,Side Effects,21,9
3143,2,Other,17,3
3144,10,Side Effects,10,7
3145,3,Product Quality,17,5
3146,10,Late Delivery,7,3
3147,8,Product Quality,19,9
3148,9,Product Quality,4,4
3149,7,Late Delivery,19,5
3150,9,Product Quality,19,2
3151,2,Product Quality,17,8
3152,7,Side Effects,4,8
3153,8,Product Quality,20,7
3154,3,Product Quality,4,8
3155,3,Product Quality,23,5
3156,2,Product Quality,22,8
3157,10,Late Delivery,3,10
3158,2,Late Delivery,3,6
3159,2,Product Quality,15,5
3160,3,Other,1,7
3161,5,Product Quality,9,1
3162,7,Product Quality,23,2
3163,9,Wrong Item Received,2,9
3164,5,Product Quality,21,6
3165,8,Side Effects,21,7
3166,5,Late Delivery,12,8
3167,7,Side Effects,7,10
3168,10,Late Delivery,5,4
3169,9,Product Quality,14,4
3170,8,Late Delivery,23,5
3171,9,Product Quality,12,5
3172,5,Product Quality,16,7
3173,4,Product Quality,23,4
3174,1,Product Quality,11,7
3175,9,Wrong Item Received,10,7
3176,8,Other,11,8
3177,8,Product Quality,21,3
3178,7,Late Delivery,10,5
3179,1,Product Quality,1,7
3180,8,Product Quality,18,2
3181,7,Other,12,7
3182,1,Side Effects,21,9
3183,1,Product Quality,15,7
3184,1,Product Quality,4,5
3185,4,Product Quality,24,4
3186,4,Product Quality,17,8
3187,8,Product Quality,15,8
3188,2,Product Quality,19,7
3189,6,Side Effects,20,4
3190,2,Side Effects,17,6
3191,10,Late Delivery,6,4
3192,8,Product Quality,19,9
3193,1,Side Effects,6,8
3194,9,Product Quality,20,7
3195,5,Other,5,6
3196,9,Product Quality,3,2
3197,8,Late Delivery,13,10
3198,8,Product Quality,24,7
3199,5,Side Effects,22,7
3200,2,Late Delivery,22,3
3201,2,Late Delivery,13,4
3202,1,Product Quality,12,8
3203,4,Wrong Item Received,15,1
3204,8,Product Quality,3,2
3205,1,Product Quality,14,7
3206,9,Late Delivery,1,2
3207,8,Late Delivery,15,6
3208,10,Product Quality,10,6
3209,1,Side Effects,13,9
3210,7,Product Quality,20,7
3211,6,Product Quality,9,3
3212,10,Product Quality,7,8
3213,8,Side Effects,8,3
3214,2,Product Quality,20,6
3215,3,Late Delivery,16,5
3216,4,Side Effects,17,3
3217,5,Product Quality,17,4
3218,8,Product Quality,4,9
3219,8,Side Effects,14,2
3220,7,Late Delivery,1,10
3221,1,Product Quality,5,7
3222,3,Product Quality,21,5
3223,7,Product Quality,11,5
3224,9,Product Quality,17,1
3225,1,Late Delivery,21,4
3226,5,Product Quality,6,8
3227,4,Product Quality,22,10
3228,10,Product Quality,18,7
3229,4,Product Quality,8,7
3230,7,Side Effects,21,3
3231,9,Side Effects,23,8
3232,9,Product Quality,24,5
3233,6,Product Quality,15,2
3234,4,Product Quality,4,10
3235,7,Late Delivery,17,1
3236,4,Late Delivery,17,6
3237,8,Product Quality,15,1
3238,1,Product Quality,24,6
3239,5,Late Delivery,9,4
3240,1,Late Delivery,24,6
3241,9,Product Quality,20,7
3242,2,Side Effects,18,7
3243,9,Product Quality,12,7
3244,10,Product Quality,23,3
3245,10,Product Quality,13,8
3246,2,Late Delivery,8,8
3247,10,Product Quality,5,8
3248,7,Late Delivery,9,7
3249,4,Product Quality,2,4
3250,3,Late Delivery,15,9
3251,9,Product Quality,9,4
3252,9,Product Quality,4,4
3253,9,Product Quality,7,6
3254,4,Side Effects,24,7
3255,3,Wrong Item Received,4,9
3256,1,Late Delivery,14,6
3257,6,Product Quality,13,3
3258,1,Product Quality,18,1
3259,8,Late Delivery,4,7
3260,10,Late Delivery,3,7
3261,8,Product Quality,19,9
3262,7,Product Quality,21,10
3263,10,Product Quality,21,4
3264,6,Product Quality,2,7
3265,3,Product Quality,14,10
3266,2,Product Quality,7,8
3267,6,Late Delivery,1,2
3268,2,Late Delivery,2,1
3269,2,Wrong Item Received,20,4
3270,9,Late Delivery,4,5
3271,5,Late Delivery,1,8
3272,8,Late Delivery,15,7
3273,4,Late Delivery,7,4
3274,7,Late Delivery,23,2
3275,5,Product Quality,22,4
3276,5,Product Quality,4,5
3277,9,Late Delivery,19,1
3278,9,Wrong Item Received,15,1
3279,2,Late Delivery,13,3
3280,7,Late Delivery,23,3
3281,8,Late Delivery,18,8
3282,5,Product Quality,18,6
3283,10,Late Delivery,4,10
3284,5,Wrong Item Received,20,5
3285,8,Product Quality,4,7
3286,5,Late Delivery,8,4
3287,5,Product Quality,14,7
3288,1,Product Quality,11,8
3289,10,Product Quality,12,6
3290,10,Other,13,10
3291,3,Late Delivery,9,7
3292,2,Late Delivery,5,9
3293,5,Side Effects,2,1
3294,2,Late Delivery,3,7
3295,2,Product Quality,6,6
3296,1,Side Effects,3,8
3297,1,Product Quality,12,4
3298,9,Late Delivery,15,7
3299,4,Side Effects,5,4
3300,4,Product Quality,15,6
3301,6,Side Effects,6,3
3302,1,Other,11,6
3303,10,Product Quality,9,2
3304,10,Wrong Item Received,23,8
3305,3,Side Effects,23,9
3306,2,Product Quality,2,5
3307,7,Late Delivery,19,1
3308,8,Product Quality,8,3
3309,10,Late Delivery,9,3
3310,6,Product Quality,11,3
3311,9,Other,1,10
3312,10,Product Quality,15,6
3313,5,Side Effects,2,8
3314,3,Late Delivery,19,3
3315,5,Product Quality,4,7
3316,4,Late Delivery,5,5
3317,9,Side Effects,3,6
3318,9,Product Quality,22,10
3319,6,Product Quality,18,7
3320,8,Product Quality,20,6
3321,4,Side Effects,21,5
3322,6,Product Quality,2,10
3323,6,Wrong Item Received,7,4
3324,10,Product Quality,19,8
3325,1,Product Quality,8,1
3326,4,Product Quality,21,9
3327,8,Late Delivery,16,3
3328,4,Product Quality,11,1
3329,4,Product Quality,2,7
3330,3,Side Effects,19,10
3331,2,Product Quality,5,8
3332,3,Late Delivery,13,6
3333,8,Product Quality,13,10
3334,10,Late Delivery,1,10
3335,8,Late Delivery,8,10
3336,3,Product Quality,2,9
3337,10,Wrong Item Received,21,8
3338,1,Product Quality,22,4
3339,9,Product Quality,7,2
3340,8,Product Quality,2,4
3341,7,Product Quality,21,8
3342,6,Side Effects,24,6
3343,7,Side Effects,18,6
3344,8,Product Quality,21,4
3345,7,Late Delivery,19,5
3346,10,Product Quality,13,7
3347,10,Other,1,3
3348,7,Side Effects,13,8
3349,5,Wrong Item Received,3,1
3350,1,Wrong Item Received,18,8
3351,4,Product Quality,8,3
3352,5,Late Delivery,17,9
3353,8,Product Quality,19,2
3354,4,Product Quality,4,9
3355,10,Product Quality,11,1
3356,3,Side Effects,2,8
3357,3,Late Delivery,14,8
3358,6,Product Quality,22,7
3359,6,Other,13,4
3360,5,Late Delivery,8,3
3361,1,Product Quality,3,8
3362,1,Wrong Item Received,22,1
3363,9,Late Delivery,13,4
3364,9,Wrong Item Received,6,6
3365,8,Side Effects,24,1
3366,9,Product Quality,19,2
3367,8,Product Quality,18,9
3368,7,Late Delivery,2,6
3369,2,Product Quality,17,6
3370,5,Late Delivery,7,4
3371,8,Product Quality,14,10
3372,7,Side Effects,22,7
3373,5,Product Quality,5,6
3374,2,Product Quality,23,4
3375,7,Product Quality,17,10
3376,5,Product Quality,11,9
3377,10,Side Effects,19,10
3378,10,Side Effects,11,8
3379,8,Product Quality,15,5
3380,6,Side Effects,17,8
3381,1,Product Quality,14,7
3382,10,Product Quality,17,2
3383,10,Late Delivery,2,5
3384,5,Late Delivery,8,9
3385,4,Side Effects,3,1
3386,7,Product Quality,16,9
3387,1,Side Effects,10,6
3388,9,Side Effects,10,1
3389,10,Product Quality,13,6
3390,5,Product Quality,13,9
3391,3,Side Effects,22,9
3392,3,Late Delivery,15,8
3393,1,Side Effects,6,2
3394,2,Product Quality,21,10
3395,7,Product Quality,23,3
3396,6,Product Quality,16,2
3397,5,Product Quality,9,6
3398,4,Side Effects,6,2
3399,6,Product Quality,12,1
3400,3,Product Quality,20,10
3401,9,Side Effects,2,2
3402,9,Late Delivery,8,9
3403,7,Product Quality,7,6
3404,4,Late Delivery,1,3
3405,2,Product Quality,7,10
3406,8,Side Effects,11,2
3407,7,Side Effects,23,8
3408,1,Side Effects,3,2
3409,2,Product Quality,5,6
3410,3,Product Quality,18,10
3411,7,Side Effects,17,4
3412,1,Side Effects,19,2
3413,9,Product Quality,1,6
3414,6,Product Quality,11,7
3415,6,Product Quality,7,2
3416,6,Late Delivery,15,7
3417,8,Side Effects,10,10
3418,4,Product Quality,7,2
3419,7,Side Effects,8,9
3420,6,Product Quality,20,9
3421,3,Side Effects,12,4
3422,8,Side Effects,15,7
3423,9,Product Quality,21,10
3424,4,Late Delivery,15,2
3425,3,Late Delivery,21,8
3426,8,Product Quality,23,8
3427,6,Other,13,7
3428,8,Product Quality,5,8
3429,3,Late Delivery,1,3
3430,9,Product Quality,4,6
3431,2,Product Quality,18,4
3432,5,Side Effects,9,5
3433,2,Late Delivery,18,5
3434,7,Side Effects,3,10
3435,7,Product Quality,19,4
3436,4,Side Effects,3,9
3437,9,Side Effects,5,10
3438,2,Product Quality,9,2
3439,2,Product Quality,23,1
3440,3,Product Quality,19,8
3441,2,Side Effects,23,10
3442,6,Side Effects,19,7
3443,8,Product Quality,13,1
3444,4,Wrong Item Received,21,4
3445,1,Product Quality,17,4
3446,10,Product Quality,17,9
3447,10,Wrong Item Received,13,3
3448,6,Late Delivery,23,2
3449,6,Side Effects,20,2
3450,9,Product Quality,4,4
3451,1,Product Quality,10,3
3452,9,Other,13,5
3453,5,Late Delivery,7,5
3454,9,Wrong Item Received,7,1
3455,6,Product Quality,19,7
3456,9,Product Quality,22,10
3457,5,Late Delivery,19,3
3458,1,Late Delivery,3,1
3459,1,Product Quality,10,7
3460,10,Side Effects,4,5
3461,1,Product Quality,24,5
3462,3,Product Quality,22,5
3463,7,Product Quality,24,4
3464,8,Late Delivery,18,5
3465,8,Side Effects,15,10
3466,4,Late Delivery,22,6
3467,9,Product Quality,16,9
3468,1,Side Effects,11,1
3469,7,Side Effects,18,7
3470,7,Product Quality,5,8
3471,8,Late Delivery,19,2
3472,10,Product Quality,23,9
3473,4,Product Quality,8,8
3474,10,Wrong Item Received,6,4
3475,8,Late Delivery,17,5
3476,9,Other,2,8
3477,10,Product Quality,17,5
3478,5,Side Effects,6,8
3479,4,Side Effects,3,8
3480,6,Other,3,10
3481,8,Wrong Item Received,13,8
3482,10,Product Quality,16,5
3483,6,Wrong Item Received,1,4
3484,1,Product Quality,16,4
3485,2,Side Effects,16,8
3486,1,Side Effects,3,5
3487,1,Wrong Item Received,21,3
3488,5,Product Quality,5,8
3489,8,Product Quality,23,2
3490,2,Product Quality,20,3
3491,9,Product Quality,7,5
3492,4,Late Delivery,9,4
3493,3,Side Effects,9,5
3494,5,Product Quality,4,10
3495,2,Late Delivery,21,4
3496,7,Side Effects,17,3
3497,10,Product Quality,20,2
3498,10,Side Effects,15,3
3499,3,Wrong Item Received,23,9
3500,7,Late Delivery,6,7
3501,6,Product Quality,17,8
3502,4,Product Quality,6,10
3503,9,Late Delivery,9,4
3504,1,Product Quality,15,1
3505,10,Product Quality,9,3
3506,3,Late Delivery,10,6
3507,4,Wrong Item Received,21,3
3508,10,Side Effects,13,7
3509,4,Late Delivery,4,5
3510,8,Product Quality,9,7
3511,3,Side Effects,8,1
3512,4,Product Quality,13,10
3513,10,Product Quality,19,6
3514,4,Product Quality,15,1
3515,4,Wrong Item Received,8,9
3516,10,Product Quality,16,9
3517,7,Late Delivery,17,1
3518,9,Side Effects,5,2
3519,6,Product Quality,14,6
3520,3,Product Quality,24,1
3521,7,Product Quality,23,1
3522,2,Product Quality,24,9
3523,7,Late Delivery,18,5
3524,2,Side Effects,6,3
3525,9,Late Delivery,10,5
3526,2,Product Quality,12,4
3527,6,Product Quality,21,5
3528,4,Product Quality,14,2
3529,8,Product Quality,15,3
3530,2,Late Delivery,16,7
3531,6,Side Effects,14,5
3532,9,Product Quality,23,7
3533,3,Other,18,10
3534,7,Late Delivery,7,1
3535,4,Late Delivery,10,2
3536,3,Side Effects,24,8
3537,1,Side Effects,6,6
3538,3,Late Delivery,21,1
3539,7,Product Quality,17,9
3540,6,Product Quality,6,10
3541,4,Product Quality,2,6
3542,1,Late Delivery,16,1
3543,3,Product Quality,16,4
3544,9,Late Delivery,17,4
3545,7,Late Delivery,15,1
3546,10,Late Delivery,2,3
3547,10,Product Quality,4,1
3548,4,Product Quality,17,1
3549,9,Side Effects,5,9
3550,8,Wrong Item Received,15,8
3551,8,Product Quality,21,6
3552,7,Product Quality,17,9
3553,2,Other,21,9
3554,7,Product Quality,1,5
3555,9,Product Quality,24,1
3556,6,Wrong Item Received,17,10
3557,2,Product Quality,21,7
3558,5,Wrong Item Received,8,4
3559,4,Product Quality,6,7
3560,4,Product Quality,20,4
3561,8,Late Delivery,22,3
3562,6,Product Quality,19,6
3563,7,Late Delivery,17,8
3564,1,Late Delivery,10,1
3565,2,Side Effects,6,10
3566,9,Product Quality,8,4
3567,1,Wrong Item Received,1,4
3568,7,Product Quality,7,5
3569,1,Product Quality,3,2
3570,9,Product Quality,8,4
3571,1,Side Effects,6,2
3572,5,Product Quality,4,6
3573,3,Product Quality,13,5
3574,3,Product Quality,18,10
3575,5,Late Delivery,21,6
3576,10,Side Effects,22,3
3577,7,Product Quality,23,9
3578,8,Product Quality,22,6
3579,4,Late Delivery,14,10
3580,10,Other,22,1
3581,10,Product Quality,20,5
3582,3,Late Delivery,13,4
3583,3,Product Quality,21,8
3584,8,Other,3,7
3585,4,Product Quality,10,9
3586,3,Wrong Item Received,5,5
3587,5,Product Quality,23,5
3588,2,Product Quality,7,2
3589,9,Product Quality,2,1
3590,6,Side Effects,4,5
3591,10,Product Quality,20,8
3592,2,Side Effects,24,2
3593,6,Late Delivery,17,7
3594,7,Product Quality,14,3
3595,9,Late Delivery,12,5
3596,3,Product Quality,6,9
3597,1,Late Delivery,7,1
3598,6,Wrong Item Received,3,6
3599,1,Late Delivery,15,9
3600,2,Product Quality,7,2
3601,9,Product Quality,18,3
3602,5,Late Delivery,8,4
3603,2,Product Quality,4,3
3604,1,Product Quality,12,10
3605,8,Product Quality,3,6
3606,2,Product Quality,10,8
3607,4,Product Quality,7,5
3608,5,Product Quality,9,10
3609,3,Other,12,8
3610,5,Product Quality,2,3
3611,7,Product Quality,10,8
3612,9,Product Quality,2,3
3613,1,Side Effects,12,6
3614,2,Side Effects,20,1
3615,5,Product Quality,6,8
3616,1,Product Quality,18,8
3617,2,Wrong Item Received,23,9
3618,6,Side Effects,20,9
3619,2,Late Delivery,24,4
3620,8,Late Delivery,11,9
3621,4,Product Quality,15,7
3622,4,Product Quality,1,5
3623,8,Late Delivery,18,8
3624,4,Product Quality,16,5
3625,5,Side Effects,1,1
3626,8,Product Quality,7,9
3627,1,Product Quality,6,9
3628,8,Product Quality,9,6
3629,7,Product Quality,9,7
3630,3,Late Delivery,17,9
3631,6,Product Quality,14,4
3632,10,Product Quality,13,2
3633,10,Side Effects,14,7
3634,1,Product Quality,13,3
3635,3,Wrong Item Received,17,1
3636,4,Product Quality,19,5
3637,9,Other,13,6
3638,5,Late Delivery,17,1
3639,9,Late Delivery,11,1
3640,3,Late Delivery,6,6
3641,6,Late Delivery,23,8
3642,3,Late Delivery,7,8
3643,7,Product Quality,24,7
3644,5,Product Quality,19,7
3645,1,Wrong Item Received,14,7
3646,10,Side Effects,4,3
3647,2,Late Delivery,19,8
3648,6,Product Quality,24,2
3649,8,Late Delivery,9,9
3650,1,Side Effects,23,9
3651,1,Other,1,10
3652,10,Product Quality,3,9
3653,4,Side Effects,24,9
3654,7,Product Quality,3,1
3655,8,Product Quality,17,3
3656,9,Product Quality,11,7
3657,9,Side Effects,1,5
3658,10,Product Quality,14,8
3659,7,Product Quality,8,2
3660,7,Product Quality,9,3
3661,4,Product Quality,20,8
3662,10,Late Delivery,19,7
3663,4,Side Effects,14,4
3664,10,Late Delivery,16,6
3665,8,Wrong Item Received,23,6
3666,4,Wrong Item Received,10,7
3667,1,Wrong Item Received,5,3
3668,7,Wrong Item Received,17,8
3669,1,Product Quality,2,10
3670,7,Side Effects,12,5
3671,3,Product Quality,3,4
3672,1,Side Effects,17,6
3673,6,Product Quality,7,3
3674,6,Product Quality,9,3
3675,3,Side Effects,10,3
3676,10,Side Effects,10,9
3677,6,Product Quality,4,5
3678,4,Product Quality,17,10
3679,5,Product Quality,10,6
3680,3,Product Quality,2,4
3681,9,Product Quality,6,7
3682,10,Product Quality,21,3
3683,9,Product Quality,10,1
3684,9,Product Quality,4,4
3685,2,Product Quality,9,9
3686,4,Product Quality,19,10
3687,5,Wrong Item Received,18,5
3688,2,Wrong Item Received,1,7
3689,5,Product Quality,17,8
3690,8,Product Quality,8,1
3691,10,Wrong Item Received,7,5
3692,8,Side Effects,18,2
3693,3,Product Quality,21,3
3694,3,Product Quality,7,4
3695,7,Late Delivery,9,2
3696,4,Late Delivery,12,4
3697,3,Side Effects,8,6
3698,1,Product Quality,13,4
3699,7,Product Quality,24,3
3700,5,Product Quality,22,9
3701,6,Product Quality,19,2
3702,3,Product Quality,17,7
3703,4,Product Quality,17,7
3704,4,Late Delivery,10,2
3705,3,Side Effects,16,6
3706,7,Product Quality,9,8
3707,3,Product Quality,13,4
3708,1,Side Effects,24,10
3709,3,Late Delivery,20,8
3710,10,Wrong Item Received,24,1
3711,10,Product Quality,23,3
3712,5,Product Quality,14,7
3713,4,Product Quality,14,9
3714,8,Late Delivery,20,1
3715,6,Product Quality,1,5
3716,8,Wrong Item Received,2,10
3717,5,Product Quality,19,6
3718,9,Product Quality,8,1
3719,4,Late Delivery,14,3
3720,7,Late Delivery,3,2
3721,3,Product Quality,8,2
3722,3,Product Quality,7,6
3723,6,Product Quality,11,5
3724,5,Product Quality,18,8
3725,3,Product Quality,1,1
3726,2,Late Delivery,14,1
3727,3,Product Quality,11,7
3728,10,Side Effects,14,2
3729,1,Product Quality,22,7
3730,1,Product Quality,6,10
3731,3,Product Quality,3,4
3732,5,Late Delivery,18,2
3733,1,Side Effects,14,6
3734,2,Late Delivery,19,4
3735,6,Product Quality,10,4
3736,2,Other,19,9
3737,6,Wrong Item Received,19,10
3738,9,Product Quality,22,9
3739,2,Other,17,9
3740,3,Late Delivery,19,2
3741,7,Product Quality,4,4
3742,3,Side Effects,15,7
3743,5,Product Quality,22,7
3744,2,Product Quality,2,1
3745,10,Late Delivery,3,10
3746,3,Product Quality,7,2
3747,2,Late Delivery,15,5
3748,5,Late Delivery,5,7
3749,2,Other,14,10
3750,1,Late Delivery,3,1
3751,3,Side Effects,11,7
3752,5,Product Quality,16,10
3753,9,Side Effects,23,4
3754,8,Side Effects,11,6
3755,4,Side Effects,3,5
3756,9,Product Quality,5,8
3757,2,Product Quality,18,10
3758,10,Late Delivery,10,7
3759,6,Product Quality,20,5
3760,2,Product Quality,18,10
3761,7,Product Quality,18,2
3762,9,Product Quality,22,10
3763,1,Side Effects,5,3
3764,8,Side Effects,10,5
3765,5,Other,8,5
3766,7,Late Delivery,12,5
3767,1,Product Quality,15,2
3768,3,Side Effects,11,6
3769,6,Late Delivery,5,8
3770,1,Late Delivery,21,4
3771,8,Product Quality,8,7
3772,3,Product Quality,16,1
3773,10,Late Delivery,9,9
3774,2,Late Delivery,20,1
3775,6,Product Quality,9,7
3776,2,Product Quality,24,7
3777,7,Side Effects,11,6
3778,7,Product Quality,2,4
3779,4,Product Quality,15,2
3780,4,Side Effects,3,5
3781,4,Product Quality,18,2
3782,8,Product Quality,20,8
3783,7,Other,20,4
3784,9,Product Quality,3,3
3785,3,Late Delivery,3,4
3786,3,Other,14,5
3787,5,Product Quality,18,5
3788,3,Product Quality,5,10
3789,2,Late Delivery,18,5
3790,1,Product Quality,20,6
3791,2,Wrong Item Received,24,2
3792,2,Wrong Item Received,11,1
3793,6,Late Delivery,4,10
3794,4,Product Quality,7,3
3795,1,Product Quality,12,3
3796,5,Side Effects,5,3
3797,1,Late Delivery,16,2
3798,1,Product Quality,9,9
3799,5,Late Delivery,23,9
3800,4,Late Delivery,18,3
3801,2,Product Quality,6,4
3802,5,Late Delivery,20,8
3803,7,Side Effects,10,9
3804,1,Product Quality,13,1
3805,2,Product Quality,3,3
3806,2,Late Delivery,13,5
3807,8,Product Quality,12,9
3808,6,Product Quality,2,4
3809,4,Late Delivery,11,7
3810,10,Side Effects,5,9
3811,4,Late Delivery,9,10
3812,7,Product Quality,18,8
3813,6,Other,5,4
3814,9,Late Delivery,11,9
3815,8,Product Quality,15,2
3816,5,Product Quality,3,8
3817,5,Product Quality,4,9
3818,9,Wrong Item Received,15,5
3819,10,Product Quality,12,3
3820,5,Product Quality,1,5
3821,9,Late Delivery,17,8
3822,10,Late Delivery,4,6
3823,8,Late Delivery,1,10
3824,5,Product Quality,5,9
3825,8,Wrong Item Received,13,10
3826,6,Product Quality,1,10
3827,7,Product Quality,17,3
3828,1,Side Effects,14,10
3829,8,Side Effects,23,3
3830,4,Product Quality,24,1
3831,10,Product Quality,13,1
3832,9,Product Quality,17,9
3833,1,Other,21,2
3834,4,Product Quality,4,5
3835,6,Product Quality,13,2
3836,10,Product Quality,14,3
3837,8,Product Quality,7,7
3838,1,Product Quality,18,1
3839,1,Product Quality,13,10
3840,7,Side Effects,6,1
3841,6,Product Quality,11,6
3842,9,Side Effects,12,4
3843,9,Product Quality,7,7
3844,3,Product Quality,11,2
3845,8,Other,1,3
3846,3,Late Delivery,23,1
3847,7,Side Effects,19,10
3848,8,Late Delivery,22,6
3849,7,Side Effects,6,10
3850,6,Product Quality,17,6
3851,9,Product Quality,6,3
3852,9,Late Delivery,6,8
3853,3,Late Delivery,19,7
3854,9,Late Delivery,10,4
3855,3,Product Quality,8,2
3856,2,Side Effects,11,5
3857,1,Product Quality,4,8
3858,9,Side Effects,10,3
3859,8,Side Effects,22,8
3860,6,Product Quality,7,10
3861,8,Product Quality,17,9
3862,8,Product Quality,8,7
3863,10,Product Quality,14,9
3864,3,Product Quality,20,4
3865,6,Product Quality,4,8
3866,9,Other,17,1
3867,3,Product Quality,4,8
3868,1,Late Delivery,18,5
3869,6,Product Quality,12,8
3870,6,Product Quality,18,5
3871,1,Product Quality,15,10
3872,1,Side Effects,22,9
3873,10,Product Quality,16,2
3874,3,Product Quality,6,3
3875,3,Product Quality,5,9
3876,8,Product Quality,13,6
3877,3,Product Quality,23,2
3878,6,Product Quality,17,4
3879,3,Product Quality,8,5
3880,9,Side Effects,13,7
3881,6,Late Delivery,22,10
3882,8,Late Delivery,9,4
3883,10,Product Quality,22,4
3884,4,Product Quality,14,6
3885,5,Product Quality,5,10
3886,2,Product Quality,22,7
3887,4,Product Quality,10,6
3888,8,Product Quality,21,7
3889,4,Product Quality,11,6
3890,1,Product Quality,24,9
3891,9,Late Delivery,2,2
3892,8,Late Delivery,4,6
3893,7,Product Quality,12,2
3894,2,Other,22,5
3895,5,Product Quality,18,9
3896,10,Late Delivery,18,2
3897,3,Late Delivery,8,2
3898,8,Late Delivery,5,2
3899,8,Late Delivery,13,3
3900,1,Product Quality,23,10
3901,3,Product Quality,19,7
3902,10,Late Delivery,12,6
3903,10,Product Quality,17,7
3904,8,Late Delivery,2,8
3905,8,Product Quality,1,6
3906,3,Other,12,9
3907,5,Wrong Item Received,4,7
3908,5,Product Quality,15,10
3909,6,Product Quality,17,3
3910,5,Product Quality,24,8
3911,3,Late Delivery,8,4
3912,1,Product Quality,19,1
3913,5,Product Quality,2,3
3914,4,Late Delivery,4,4
3915,4,Product Quality,22,4
3916,9,Side Effects,9,10
3917,9,Product Quality,13,6
3918,9,Side Effects,16,1
3919,10,Side Effects,22,8
3920,4,Side Effects,13,10
3921,1,Late Delivery,3,9
3922,8,Product Quality,14,3
3923,3,Product Quality,5,1
3924,5,Product Quality,17,6
3925,8,Product Quality,10,1
3926,4,Late Delivery,10,9
3927,2,Product Quality,15,7
3928,1,Wrong Item Received,18,1
3929,3,Product Quality,24,3
3930,3,Product Quality,11,3
3931,7,Product Quality,6,4
3932,7,Late Delivery,4,2
3933,6,Product Quality,10,8
3934,5,Product Quality,22,3
3935,10,Late Delivery,20,4
3936,2,Product Quality,15,10
3937,10,Wrong Item Received,24,6
3938,7,Side Effects,7,10
3939,10,Product Quality,18,2
3940,1,Product Quality,20,6
3941,2,Side Effects,7,2
