CustomerID,website_logins/day,browsing_time/hr,email_open_rate
3925,4,3.6,0
3926,3,3,1
3927,8,3.8,4
3928,7,0.6,1
3929,5,4,3
3930,9,1.4,5
3931,9,1,2
3932,7,3.5,3
3933,10,2.6,2
3934,2,1.9,4
3935,8,3.3,0
3936,0,5.5,1
3937,2,4.1,1
3938,6,5.4,2
3939,2,1,2
3940,7,1.3,3
3941,5,5.9,6
3942,3,0.3,5
3943,8,3.9,1
3944,1,3.8,5
3945,6,0.6,1
3946,9,0.7,4
3947,5,1.9,6
3948,0,3.2,4
3949,2,3.4,2
3950,7,3,2
3951,1,3.5,1
3952,2,5.4,2
3953,0,0.1,2
3954,2,0.3,6
3955,4,2.2,5
3956,9,4.6,5
3957,6,3.8,2
3958,7,4.8,3
3959,0,5.5,0
3960,0,0,2
3961,10,5.1,6
3962,6,1.5,6
3963,5,1.1,1
3964,4,4.7,5
3965,7,5.2,6
3966,8,0.5,2
3967,2,5.1,6
3968,7,4.7,2
3969,2,0.2,6
3970,5,2.2,5
3971,4,4.7,2
3972,7,6,2
3973,4,5.1,4
3974,10,3.5,6
3975,8,3.6,3
3976,2,4.6,1
3977,3,5.7,3
3978,4,5.8,6
3979,4,0.7,1
3980,10,0.1,6
3981,9,4.7,1
3982,8,3.7,1
3983,8,4.7,3
3984,10,5.8,5
3985,3,2.2,1
3986,2,0,0
3987,7,1.3,2
3988,2,1.5,4
3989,0,4.5,1
3990,10,2.6,3
3991,0,4.2,6
3992,6,0.8,6
3993,1,4.2,4
3994,4,5.3,6
3995,5,1.6,3
3996,6,4.3,1
3997,7,4.7,6
3998,1,1,2
3999,4,1.1,5
4000,5,4.2,1
4001,10,3.7,0
4002,8,0.2,4
4003,5,6,1
4004,0,3.7,4
4005,4,3.8,5
4006,3,3.2,0
4007,3,0.7,1
4008,7,4.6,3
4009,3,0.2,3
4010,5,4.3,1
4011,5,4.3,5
4012,4,1.4,6
4013,10,1.2,4
4014,3,2.1,1
4015,1,4.7,6
4016,7,5.1,5
4017,1,5.9,4
4018,9,1.2,1
4019,3,4.6,0
4020,6,2.3,3
4021,6,1.2,5
4022,7,3,0
4023,1,3.4,0
4024,6,1.5,3
4025,9,5.9,3
4026,5,0.9,2
4027,9,4.2,6
4028,10,2.3,6
4029,6,5.5,5
4030,5,2.8,6
4031,2,1.8,0
4032,4,4.6,0
4033,7,1.2,5
4034,5,0.2,1
4035,1,4.5,3
4036,10,5.5,2
4037,6,0.9,5
4038,1,4.2,1
4039,10,2.8,0
4040,3,3.9,2
4041,0,3.8,4
4042,0,4.3,0
4043,1,2.6,6
4044,0,3.7,5
4045,4,4,4
4046,7,2.4,2
4047,6,2.8,4
4048,6,5.9,1
4049,8,2.1,5
4050,7,5.9,4
4051,0,0.8,6
4052,8,5.4,1
4053,4,2.2,5
4054,4,2.1,0
4055,2,3.9,2
4056,7,0.9,5
4057,5,3.3,6
4058,0,4.6,1
4059,1,0.7,2
4060,0,3,2
4061,4,3.6,4
4062,1,1.2,3
4063,5,5.9,4
4064,0,3.9,5
4065,5,1.8,5
4066,4,5.3,5
4067,1,4.5,6
4068,2,4,6
4069,1,4.5,5
4070,9,5,6
4071,5,4.4,2
4072,9,3.1,1
4073,10,0.3,2
4074,0,5.9,1
4075,9,0.4,1
4076,1,4.1,1
4077,9,5.1,5
4078,4,1.5,4
4079,5,4.9,3
4080,6,5.5,3
4081,1,0.4,1
4082,5,1.8,5
4083,1,5.4,6
4084,1,2.9,5
4085,2,1.5,4
4086,10,3.1,5
4087,1,0.7,2
4088,3,1.6,4
4089,8,2.8,5
4090,6,4.2,0
4091,1,5.4,6
4092,0,1.7,0
4093,0,3.5,2
4094,7,3.6,1
4095,7,2.7,4
4096,7,0.5,5
4097,1,4.5,3
4098,1,2.7,1
4099,9,4.8,3
4100,0,4.7,3
4101,1,1.7,4
4102,5,5.4,4
4103,2,3.2,5
4104,8,1.9,1
4105,0,5.8,6
4106,9,4.9,4
4107,9,3.1,0
4108,4,3.9,1
4109,6,3.3,6
4110,2,3.4,5
4111,10,5.9,2
4112,5,5.6,3
4113,3,0.8,4
4114,0,0.5,3
4115,3,1.2,2
4116,9,5.5,4
4117,6,3.5,4
4118,3,0.7,0
4119,6,1.7,6
4120,8,4.5,6
4121,6,0.9,4
4122,5,1.8,0
4123,5,0.8,4
4124,0,3.7,0
4125,6,0.3,5
4126,8,3,4
4127,10,3.5,6
4128,5,4.1,6
4129,6,5.1,2
4130,9,5.5,6
4131,6,4.1,6
4132,7,3.5,3
4133,1,5.5,3
4134,2,4.8,2
4135,5,2.1,2
4136,0,4.2,4
4137,2,1.9,4
4138,7,5.5,1
4139,10,3.8,3
4140,6,1.5,0
4141,2,1.7,3
4142,3,2.2,4
4143,10,3.4,0
4144,6,0.8,0
4145,5,1.8,3
4146,2,2.3,0
4147,0,5.6,0
4148,5,2,6
4149,3,0.8,2
4150,7,2.4,0
4151,2,0.5,0
4152,2,4.7,0
4153,6,1.1,1
4154,6,1,2
4155,9,4.7,6
4156,0,4.8,3
4157,8,4.9,3
4158,10,4.2,2
4159,10,4,1
4160,4,2.3,2
4161,4,3.2,5
4162,7,3.9,4
4163,3,1.7,4
4164,4,4.3,5
4165,10,0.9,2
4166,6,3.4,6
4167,5,5.2,0
4168,3,2,5
4169,8,5.8,3
4170,7,4.5,5
4171,8,0.9,5
4172,8,2.3,6
4173,8,0.2,6
4174,9,4.1,1
4175,10,5.5,1
4176,7,2.9,4
4177,8,4.6,6
4178,5,5.8,5
4179,7,1.4,2
4180,7,2.4,3
4181,0,5.6,1
4182,9,3.7,3
4183,8,3.8,3
4184,8,1.7,0
4185,10,2.8,5
4186,0,3.2,1
4187,3,3,0
4188,9,4.4,5
4189,3,4.3,0
4190,10,5.6,0
4191,1,1.5,2
4192,0,0.4,4
4193,10,2.8,3
4194,7,3,0
4195,3,3.5,4
4196,6,3,1
4197,4,4.6,6
4198,0,2.2,1
4199,1,3.6,6
4200,3,5,4
4201,4,3.5,0
4202,2,1.8,5
4203,4,5.2,3
4204,10,0.8,3
4205,6,2.9,6
4206,1,2.9,0
4207,8,1.3,5
4208,10,3.8,1
4209,3,2.8,5
4210,6,4,4
4211,5,4.7,6
4212,10,4.1,4
4213,5,4.9,0
4214,2,1.3,5
4215,0,1.1,5
4216,4,1.1,6
4217,7,1.7,3
4218,6,3.5,6
4219,2,2.7,2
4220,8,2.3,6
4221,7,3.6,1
4222,7,3.9,0
4223,1,5.8,2
4224,8,4.9,1
4225,0,1.5,0
4226,10,1.9,6
4227,0,3.7,2
4228,5,4.8,3
4229,2,1.5,3
4230,5,4.5,1
4231,7,1.4,3
4232,2,0.4,2
4233,10,0.8,3
4234,5,2.8,0
4235,4,2.3,6
4236,5,3.7,2
4237,0,3.4,2
4238,9,2.1,5
4239,10,5.9,4
4240,1,1,6
4241,6,0.5,6
4242,10,4.1,5
4243,2,3.7,2
4244,7,5.6,3
4245,10,1.1,4
4246,7,1.3,4
4247,3,0.3,1
4248,7,1.1,1
4249,7,5.5,1
4250,4,1.9,6
4251,5,0.2,2
4252,5,5.1,4
4253,9,1,0
4254,7,2.1,4
4255,4,5.1,0
4256,10,1,4
4257,0,5.7,0
4258,10,0.6,5
4259,10,0.5,4
4260,7,1.8,4
4261,0,5.5,1
4262,6,2.6,2
4263,9,5.4,1
4264,5,0.2,0
4265,10,1.8,0
4266,6,1,1
4267,2,5.8,6
4268,5,4.1,1
4269,6,1.8,1
4270,8,1.3,3
4271,7,4.1,4
4272,0,0.3,5
4273,6,2.2,6
4274,0,0.6,5
4275,0,5.9,5
4276,6,1.2,4
4277,2,1.1,3
4278,6,3.4,6
4279,0,4.6,5
4280,7,0.2,5
4281,4,3.3,6
4282,8,5.6,0
4283,10,4.5,6
4284,5,3.4,4
4285,2,3.6,4
4286,8,5.3,0
4287,4,5.9,5
4288,9,0.9,4
4289,6,5.7,4
4290,2,3.6,2
4291,1,4.6,4
4292,7,3.2,4
4293,0,1,4
4294,3,2.9,1
4295,0,4.8,1
4296,2,1.4,0
4297,0,1.9,3
4298,5,4.6,0
4299,10,5.7,5
4300,2,4.5,4
4301,9,2.9,1
4302,0,1.4,4
4303,2,3.3,6
4304,4,1.5,0
4305,5,5.9,5
4306,4,3.8,0
4307,7,0.4,6
4308,5,0.1,5
4309,4,5.2,1
4310,0,0.8,1
4311,3,3.3,5
4312,8,5,6
4313,4,1.3,4
4314,8,2.1,5
4315,5,0.4,5
4316,1,5.6,1
4317,2,5.2,1
4318,3,3.5,0
4319,3,4.7,1
4320,8,1.5,1
4321,9,3.2,5
4322,7,2.1,4
4323,10,0.3,5
4324,9,3.8,5
4325,7,0.7,3
4326,3,3.5,2
4327,8,1.4,4
4328,5,0.4,2
4329,5,2,5
4330,8,3.1,5
4331,7,0,0
4332,9,0.8,1
4333,0,5.4,5
4334,10,1.7,3
4335,2,2.5,3
4336,8,5.1,3
4337,9,6,6
4338,9,2.1,6
4339,10,0.4,1
4340,9,1.3,3
4341,8,3.5,4
4342,8,2.2,5
4343,6,4.5,0
4344,3,5.9,3
4345,4,1.9,2
4346,3,2.9,4
4347,1,0.5,2
4348,6,2.6,5
4349,5,5.5,0
4350,4,1.3,1
4351,8,2.2,1
4352,5,5.3,6
4353,10,0.8,4
4354,4,4.7,6
4355,1,4.4,4
4356,7,2,0
4357,9,3.6,6
4358,9,2.7,0
4359,9,5.5,0
4360,8,0.2,2
4361,3,0.6,6
4362,5,2,3
4363,1,3.1,3
4364,3,0.8,6
4365,7,2,5
4366,6,5.4,0
4367,0,1.2,3
4368,1,3.5,4
4369,9,3.7,0
4370,2,1.5,5
4371,0,2.6,0
4372,3,5.2,4
4373,8,4.5,3
4374,7,1.6,2
4375,0,3,1
4376,1,2.2,5
4377,6,4.6,1
4378,10,3.7,2
4379,7,5.5,1
4380,4,2.7,4
4381,10,2.6,0
4382,7,1.1,4
4383,7,5.3,5
4384,1,2.4,4
4385,4,1.4,0
4386,10,4.8,5
4387,6,0.6,2
4388,5,4,0
4389,5,2.2,3
4390,4,0.7,3
4391,8,0,1
4392,2,5.8,6
4393,9,2.4,1
4394,7,4.2,3
4395,4,5,0
4396,3,5.5,3
4397,10,3.5,0
4398,9,1.7,0
4399,0,4.8,0
4400,6,3.4,2
4401,1,1.4,5
4402,5,0.6,0
4403,2,1.6,0
4404,7,1.9,3
4405,9,2.3,6
4406,6,1,4
4407,2,3.4,4
4408,2,2,2
4409,5,5.5,5
4410,6,4.6,4
4411,10,1.5,4
4412,10,5.8,1
4413,5,2.1,4
4414,0,4,3
4415,6,5.8,1
4416,4,0.8,4
4417,9,1,4
4418,1,4.8,6
4419,1,4.8,2
4420,10,1.3,0
4421,2,5.9,3
4422,5,1.9,0
4423,9,0.8,1
4424,1,5.7,1
4425,0,5.2,3
4426,4,5.3,2
4427,4,0.3,0
4428,0,4.6,1
4429,10,5.8,1
4430,8,4.6,1
4431,8,1,3
4432,3,5.4,1
4433,3,5.2,1
4434,3,0.8,2
4435,10,4.7,2
4436,6,2.8,5
4437,9,1.6,5
4438,10,0.8,4
4439,5,0.4,2
4440,6,3.8,4
4441,2,3.6,5
4442,1,6,1
4443,10,1.2,6
4444,2,4.5,0
4445,9,0.5,2
4446,9,1.1,3
4447,9,1.9,4
4448,1,5.6,0
4449,5,1.9,4
4450,8,1.3,3
4451,5,1.7,3
4452,10,2.2,4
4453,9,5.4,2
4454,9,4.6,5
4455,10,2.7,0
4456,7,3.6,0
4457,1,3.9,6
4458,0,5.8,2
4459,6,2.9,1
4460,0,3.4,1
4461,5,3.2,2
4462,5,1.9,6
4463,4,3.5,5
4464,6,4.7,5
4465,8,1.3,6
4466,1,4.1,1
4467,10,0.9,0
4468,3,0.9,6
4469,6,5.4,5
4470,5,5.5,2
4471,3,3.8,3
4472,1,4.5,2
4473,7,1.8,1
4474,5,4.3,3
4475,1,2.3,0
4476,10,0.9,5
4477,9,5.5,3
4478,9,1.9,3
4479,2,4.1,4
4480,5,2.9,4
4481,3,2.3,3
4482,5,3.8,6
4483,0,3.3,3
4484,5,3.8,6
4485,6,5.6,6
4486,0,2.9,4
4487,3,0.8,6
4488,0,0.4,2
4489,7,3,6
4490,3,3.4,6
4491,7,1.7,3
4492,8,4.8,0
4493,4,0.3,4
4494,9,5,0
4495,0,3.6,1
4496,10,3.4,0
4497,7,4.5,5
4498,3,1.4,3
4499,7,1,1
4500,7,3.6,0
4501,5,2.9,2
4502,7,4.2,4
4503,3,4.6,3
4504,6,3.4,3
4505,2,3,0
4506,3,1.9,2
4507,7,4.4,3
4508,3,0.1,1
4509,8,3.1,5
4510,4,2.8,5
4511,4,2.9,1
4512,10,0.8,6
4513,0,1.9,0
4514,6,3.7,5
4515,10,1.6,3
4516,9,4.8,2
4517,5,4.4,4
4518,8,1.6,5
4519,2,0.8,2
4520,6,6,4
4521,10,3.2,6
4522,0,4.8,2
4523,0,4.2,4
4524,7,2.7,5
4525,6,5.8,5
4526,3,1,3
4527,6,4.5,1
4528,8,5.6,0
4529,0,3.6,3
4530,5,0.3,5
4531,6,5.4,1
4532,7,2.1,3
4533,7,5.9,4
4534,6,1.9,5
4535,5,3.5,4
4536,5,5.3,1
4537,1,2.8,4
4538,2,4,1
4539,0,3.9,6
4540,3,3,3
4541,1,1.2,0
4542,10,1.8,0
4543,3,3.7,0
4544,2,3.9,3
4545,4,2,1
4546,9,0.2,4
4547,9,3.8,2
4548,9,0.6,3
4549,10,0.8,4
4550,0,0.6,1
4551,7,2,0
4552,2,1.7,3
4553,10,3,0
4554,2,4.1,3
4555,9,4.1,0
4556,5,1.7,0
4557,1,3.4,1
4558,0,5.5,0
4559,6,1.7,1
4560,4,4.1,1
4561,0,4.1,1
4562,2,4.5,6
4563,7,2.6,5
4564,7,4.6,2
4565,7,1.5,3
4566,6,1.8,6
4567,3,2.2,6
4568,8,2.2,1
4569,9,4.3,1
4570,6,3.4,3
4571,1,2.1,0
4572,3,5.8,4
4573,0,3.4,2
4574,6,5.2,4
4575,7,3.4,6
4576,1,4,3
4577,5,0.6,5
4578,2,5.3,0
4579,7,0.3,5
4580,2,0.1,3
4581,8,1.8,2
4582,4,3.8,5
4583,3,5.8,0
4584,0,0.2,6
4585,3,2.7,0
4586,5,0.6,3
4587,6,1,1
4588,1,4.2,3
4589,9,0.2,3
4590,2,2.3,2
4591,7,3.9,6
4592,2,1.1,3
4593,2,4.2,6
4594,7,3.4,4
4595,9,1.4,1
4596,4,0.7,5
4597,1,3.2,4
4598,0,4.9,4
4599,8,0.9,4
4600,10,0.4,6
4601,6,1.9,3
4602,4,2.8,1
4603,3,3.8,5
4604,7,5.4,4
4605,7,5.8,3
4606,0,4.3,3
4607,0,0.9,0
4608,0,0.9,6
4609,8,5,2
4610,8,0.4,0
4611,10,2.2,5
4612,1,0.5,3
4613,5,1,4
4614,6,1.5,1
4615,9,3.4,2
4616,6,4.7,4
4617,8,4.5,1
4618,9,0.6,5
4619,0,2.4,1
4620,0,2.7,0
4621,5,4.5,4
4622,4,4.3,3
4623,7,2.5,2
4624,1,2.5,1
4625,6,4.4,6
4626,9,1.4,4
4627,8,3.4,3
4628,9,0.8,4
4629,3,0.6,5
4630,0,1.1,3
4631,4,4.3,6
4632,4,5.2,3
4633,4,0.6,6
4634,3,5.1,1
4635,10,3.4,0
4636,6,3,5
4637,3,1.3,0
4638,5,5,0
4639,3,3.4,3
4640,7,0.3,6
4641,2,5.2,4
4642,3,2.9,4
4643,0,1.6,2
4644,9,4.2,2
4645,1,1.7,3
4646,3,2.4,4
4647,6,5.6,1
4648,10,5.8,0
4649,4,4.4,3
4650,8,2.2,4
4651,1,0.1,1
4652,4,2,4
4653,1,3.9,4
4654,0,0.7,6
4655,10,1.7,1
4656,3,1.5,6
4657,1,4.4,6
4658,2,1.2,5
4659,1,4.8,3
4660,4,5.3,5
4661,5,0.6,2
4662,6,5.4,4
4663,6,5.4,5
4664,7,1.9,1
4665,1,0.3,6
4666,9,4.2,1
4667,9,1.5,3
4668,4,2.9,1
4669,3,3,2
4670,0,4.4,6
4671,10,1.4,6
4672,9,1.2,2
4673,10,4.6,1
4674,2,5.2,5
4675,0,1.2,0
4676,0,3.2,5
4677,3,5.3,2
4678,2,1.5,3
4679,5,0.8,4
4680,4,5.2,0
4681,10,0.5,3
4682,5,2,3
4683,7,4.8,3
4684,2,1.9,0
4685,7,3.5,3
4686,1,0.9,2
4687,9,6,6
4688,0,2.1,1
4689,2,2,6
4690,0,2.6,4
4691,5,3.2,3
4692,5,0.6,3
4693,0,5,5
4694,0,5.2,3
4695,8,4.6,6
4696,10,2.4,1
4697,0,1.9,4
4698,7,0.9,0
4699,8,2.3,5
4700,5,1,0
4701,5,2,1
4702,7,0.2,5
4703,4,2.7,6
4704,2,4.3,5
4705,5,4.5,4
4706,8,1.4,4
4707,8,5.3,0
4708,3,2.2,6
4709,3,4.8,2
4710,3,1.9,6
4711,0,4,2
4712,5,3.8,6
4713,1,3.2,1
4714,0,4.1,4
4715,5,5.8,6
4716,9,3.5,1
4717,5,4.6,3
4718,2,2.9,3
4719,10,4.2,6
4720,6,0.5,1
4721,0,2.5,1
4722,4,6,1
4723,0,0.6,3
4724,1,1.1,0
4725,8,2.9,0
4726,1,0.8,2
4727,4,5.9,2
4728,1,1.1,5
4729,6,4.3,5
4730,7,3.5,3
4731,0,5.7,1
4732,1,4.6,3
4733,0,0.7,5
4734,0,2.3,1
4735,7,4.1,0
4736,8,4.9,6
4737,1,4.1,2
4738,2,0.6,1
4739,6,3.1,2
4740,2,5.3,5
4741,2,4,4
4742,8,5,3
4743,9,5.4,4
4744,0,0.3,2
4745,3,5.1,0
4746,5,4.9,0
4747,3,4.2,5
4748,7,0.7,4
4749,6,5.8,5
4750,0,4.3,6
4751,9,4.2,0
4752,6,0.2,3
4753,4,0.3,5
4754,1,2.9,3
4755,1,4.6,1
4756,9,4.5,2
4757,9,5.3,4
4758,0,1.6,6
4759,10,1.8,1
4760,6,3.1,6
4761,10,5.8,3
4762,2,4.9,2
4763,6,2.6,5
4764,9,5.5,2
4765,2,0.1,6
4766,4,1.5,3
4767,5,1.7,5
4768,1,4.8,0
4769,10,4.9,4
4770,5,2.3,1
4771,9,0.2,3
4772,10,3.1,1
4773,1,3.1,1
4774,0,0.6,0
4775,7,2.6,5
4776,9,5.2,5
4777,6,4.4,5
4778,0,3.2,6
4779,3,2.1,2
4780,6,2.7,1
4781,4,1.9,4
4782,7,2.4,5
4783,5,5.1,6
4784,9,1,3
4785,7,5.1,2
4786,6,4.9,4
4787,2,0.5,3
4788,5,0.1,5
4789,10,5.8,4
4790,8,0.8,6
4791,7,4.5,2
4792,9,5.7,4
4793,3,0.1,3
4794,8,4.5,6
4795,3,4.4,1
4796,10,3.8,0
4797,5,2.8,6
4798,6,2.1,5
4799,9,4.4,3
4800,10,3.8,6
4801,8,4.6,4
4802,4,3,5
4803,6,1.9,5
4804,3,2.5,6
4805,3,2.4,2
4806,8,2.9,6
4807,8,1.9,5
4808,2,2.4,2
4809,3,2.1,4
4810,4,5.3,1
4811,5,1.5,2
4812,9,4.8,3
4813,8,4.7,0
4814,6,4.2,1
4815,1,2.6,1
4816,2,4,6
4817,5,0.2,5
4818,7,4.1,5
4819,5,4.4,3
4820,1,2.9,4
4821,6,0.5,3
4822,9,4.4,0
4823,1,2.9,2
4824,8,5.8,1
4825,6,1.4,3
4826,9,3.5,1
4827,0,1.9,4
4828,3,3.5,2
4829,2,5.2,6
4830,4,3.9,6
4831,8,3.7,0
4832,6,1.5,4
4833,10,4.8,5
4834,6,0,1
4835,6,0.6,0
4836,5,2,3
4837,0,4.3,5
4838,8,3.4,2
4839,5,5.9,6
4840,2,3.8,3
4841,7,1.6,3
4842,3,0.9,4
4843,6,3.4,2
4844,1,5.6,2
4845,0,4.2,4
4846,0,1.7,5
4847,1,1.2,6
4848,2,2.9,4
4849,2,5.8,3
4850,6,2.3,5
4851,10,3.2,4
4852,10,0.7,6
4853,1,2.7,6
4854,10,2.4,1
4855,1,5.6,4
4856,3,5.9,5
4857,10,1.5,5
4858,3,2.7,5
4859,10,4.5,1
4860,6,4.2,5
4861,9,4.8,1
4862,2,4,4
4863,5,3.9,5
4864,0,4.5,6
4865,0,1.3,5
4866,7,4.4,3
4867,4,2.3,5
4868,10,4.9,3
4869,10,5.3,3
4870,10,3.5,6
4871,5,1.9,0
4872,2,3.9,2
4873,9,0.4,6
4874,3,1.1,2
4875,3,4,2
4876,2,2.1,1
4877,8,1.8,5
4878,8,0.5,4
4879,5,3,3
4880,6,4,5
4881,8,2,0
4882,0,1.7,5
4883,9,2.1,6
4884,4,4.6,6
4885,0,4.8,2
4886,9,0.2,5
4887,7,2.5,5
4888,3,0,2
4889,7,2.3,5
4890,9,2.5,3
4891,8,3.2,6
4892,1,0.5,0
4893,8,5.3,5
4894,2,1.4,4
4895,8,3.2,0
4896,9,1.3,6
4897,8,1.4,1
4898,4,5.2,0
4899,7,5.2,6
4900,8,4.4,3
4901,6,2.7,4
4902,8,4,6
4903,0,5.8,6
4904,4,0,0
4905,10,5.8,6
4906,3,2.9,1
4907,9,1.1,0
4908,4,2.6,4
4909,7,5.5,2
4910,3,4.2,4
4911,10,5.9,3
4912,5,4.4,6
4913,2,5.5,5
4914,10,5.7,5
4915,6,2,3
4916,6,2.7,3
4917,3,0.8,1
4918,6,1.8,1
4919,2,5,4
4920,8,2,6
4921,4,4.9,4
4922,10,1.8,6
4923,8,4.4,0
4924,10,5.8,4
4925,10,4.7,4
4926,5,3.5,2
4927,5,4.4,6
4928,9,3,2
4929,5,2,3
4930,8,0.5,4
4931,10,0.9,2
4932,1,0.3,5
4933,0,0.9,6
4934,4,0.9,2
4935,2,4.2,0
4936,6,0,2
4937,9,5,4
4938,5,3.8,5
4939,6,1,3
4940,3,5.7,0
4941,8,3.6,6
4942,6,0.3,4
4943,4,0.3,3
4944,5,2.1,5
4945,9,3.5,3
4946,6,1.3,5
4947,2,0.8,5
4948,3,4.9,3
4949,10,1.5,1
4950,4,2.9,5
4951,10,5.8,2
4952,3,2.9,0
4953,10,0.2,0
4954,5,4.4,5
4955,5,2.6,6
4956,3,4.7,1
4957,10,1.8,1
4958,8,5.8,3
4959,9,5.2,1
4960,0,3,0
4961,4,1.2,4
4962,3,2.7,3
4963,3,0.1,5
4964,0,1.7,5
4965,8,3.3,1
4966,7,0.3,4
4967,10,0.6,1
4968,7,4.2,5
4969,9,5.8,2
4970,0,5.5,3
4971,0,5.3,3
4972,1,0.6,0
4973,0,4.4,4
4974,2,1.5,5
4975,10,6,6
4976,3,2.5,4
4977,0,2.3,6
4978,3,4.5,6
4979,5,5.5,1
4980,10,2.1,5
4981,5,2.8,6
4982,9,5.3,3
4983,2,4.2,5
4984,10,4.7,2
4985,10,1.4,2
4986,3,5.4,1
4987,4,2.2,1
4988,2,4.7,5
4989,4,5,5
4990,4,3.7,6
4991,1,3.1,4
4992,7,4.5,3
4993,1,5.6,0
4994,8,2.5,6
4995,1,1.1,6
4996,5,0.5,0
4997,1,4.7,4
4998,0,0.5,0
4999,10,3.8,5
5000,3,1.9,2
5001,5,0.5,3
5002,4,3,4
5003,7,0.4,5
5004,10,0,5
5005,10,4.4,6
5006,2,0.9,3
5007,0,0.6,4
5008,3,5.4,0
5009,0,3.3,6
5010,0,0.9,2
5011,7,2.4,5
5012,10,0.5,1
5013,7,1.1,2
5014,7,4.6,4
5015,0,2.2,3
5016,3,0.4,4
5017,2,0.7,5
5018,6,1.8,5
5019,3,2.7,2
5020,9,1.7,6
5021,9,5.4,3
5022,9,1.2,4
5023,4,2.3,2
5024,8,5.4,2
5025,8,4.7,5
5026,1,5.2,3
5027,1,1,2
5028,9,0.1,5
5029,1,4.8,1
5030,10,4.8,1
5031,5,0.2,4
5032,8,0.4,5
5033,0,0.8,3
5034,0,3,3
5035,10,1.6,3
5036,2,5.1,2
5037,8,4.4,4
5038,4,1.7,5
5039,6,4.7,3
5040,3,3.6,0
5041,5,1.3,3
5042,7,5.2,0
5043,6,2.6,0
5044,5,0.9,5
5045,6,2.9,4
5046,5,5.8,1
5047,3,5,6
5048,1,5.3,4
5049,10,3,1
5050,3,5.2,1
5051,9,3.1,2
5052,3,0.7,5
5053,10,1.3,0
5054,6,3.9,1
5055,1,0.8,3
5056,10,0.1,0
5057,10,5.4,1
5058,10,2,0
5059,2,3.3,4
5060,3,5.9,3
5061,6,0.6,5
5062,5,2.4,5
5063,5,0.7,6
5064,10,2.3,3
5065,8,2.1,0
5066,7,2.1,1
5067,9,3.4,6
5068,3,0.2,5
5069,3,2.3,1
5070,5,2.8,2
5071,4,3.5,4
5072,1,1.6,2
5073,6,3.9,6
5074,8,2.1,0
5075,1,6,0
5076,3,5.1,6
5077,3,0.9,3
5078,9,5.8,0
5079,3,1.7,2
5080,2,2.3,0
5081,7,0,4
5082,6,1.4,0
5083,0,1.6,0
5084,3,4.7,3
5085,6,1.9,4
5086,7,1.4,1
5087,2,1.1,2
5088,10,4.5,5
5089,2,2.4,1
5090,5,1.4,5
5091,0,0.2,4
5092,9,3.7,1
5093,0,3.4,4
5094,0,2.1,6
5095,10,2.7,4
5096,3,4,1
5097,0,3.5,5
5098,4,2.7,0
5099,3,4,3
5100,10,0.6,1
5101,8,2.3,3
5102,1,4.7,2
5103,9,1.6,0
5104,7,1.1,4
5105,5,5.7,3
5106,1,5.9,6
5107,0,3.1,0
5108,8,1.9,5
5109,6,2.1,0
5110,6,3.6,3
5111,3,2.9,2
5112,3,2.7,6
5113,7,5.2,4
5114,7,1.2,1
5115,5,5.3,0
5116,7,1.6,4
5117,4,4.1,5
5118,0,3.3,3
5119,0,5.4,4
5120,3,4.3,3
5121,10,1.3,2
5122,8,4.1,1
5123,10,4.2,1
5124,1,5.1,4
5125,9,5.3,3
5126,4,5.8,5
5127,2,2,0
5128,0,5.5,0
5129,8,4.2,1
5130,3,2.7,5
5131,0,5.5,2
5132,5,1.6,2
5133,8,2.1,5
5134,1,5.7,1
5135,9,0.8,4
5136,10,4.3,3
5137,3,1.4,0
5138,7,5,0
5139,4,4.3,5
5140,10,4.2,1
5141,0,2.8,5
5142,1,3.8,5
5143,3,2.8,3
5144,6,3,6
5145,7,3.6,6
5146,6,0.3,2
5147,2,0.8,0
5148,10,4.7,5
5149,6,3.1,0
5150,10,4.5,6
5151,4,2,1
5152,7,2.4,0
5153,3,0.1,0
5154,2,0.6,5
5155,4,4.9,3
5156,5,2.1,1
5157,4,1.3,1
5158,4,4.3,4
5159,2,2.8,3
5160,10,3.7,2
5161,2,4.7,6
5162,10,1.4,2
5163,6,3,6
5164,7,1.6,5
5165,4,3,4
5166,8,3.7,4
5167,10,4.9,3
5168,0,2.8,3
5169,1,2.3,5
5170,6,2,2
5171,2,0.5,6
5172,4,4.6,6
5173,8,5.5,3
5174,5,5.9,4
5175,6,1.5,6
5176,8,4.7,2
5177,0,0.5,5
5178,9,5.1,2
5179,7,0.1,5
5180,9,1.9,4
5181,10,4.4,1
5182,8,3.7,0
5183,2,0.9,6
5184,5,2.9,5
5185,9,0.1,2
5186,6,4.2,1
5187,9,4.7,1
5188,4,1.4,4
5189,2,1.7,5
5190,10,2.4,0
5191,2,1.2,5
5192,7,3,5
5193,1,5.1,2
5194,5,4.6,2
5195,9,2.4,2
5196,10,2.5,3
5197,1,2.9,5
5198,2,3.6,5
5199,2,1.2,4
5200,2,1.8,5
5201,5,5.7,2
5202,10,5,1
5203,4,5.9,5
5204,7,0.5,2
5205,4,2.3,6
5206,5,0.4,1
5207,9,1.3,5
5208,8,1.9,4
5209,9,3.8,5
5210,10,1.5,1
5211,5,5.1,3
5212,10,5.4,1
5213,6,4.6,1
5214,5,4.3,1
5215,9,2.3,2
